"RK",TIERS,"PLAYER NAME",TEAM,"POS","BEST","WORST","AVG.","STD.DEV"
"1",1,"Antonio Brown",FA,"WR1","1","4","1.2","0.5"
"2",1,"Julio Jones",FA,"WR2","1","6","2.4","0.9"
"3",1,"Odell Beckham Jr.",FA,"WR3","2","10","4.2","1.8"
"4",2,"David Johnson",HOU,"RB1","1","33","5.3","4.0"
"5",2,"Todd Gurley II",FA,"RB2","2","23","7.5","4.2"
"6",2,"A.J. Green",ARI,"WR4","4","18","8.0","3.3"
"7",2,"DeAndre Hopkins",ARI,"WR5","3","20","8.7","3.5"
"8",2,"Rob Gronkowski",FA,"TE1","5","40","10.9","6.7"
"9",3,"Lamar Miller",FA,"RB3","2","33","11.2","5.5"
"10",3,"Allen Robinson II",LAR,"WR6","5","21","11.8","3.8"
"11",3,"Adrian Peterson",SEA,"RB4","3","36","12.0","5.6"
"12",3,"Ezekiel Elliott",DAL,"RB5","3","36","12.1","6.1"
"13",3,"Keenan Allen",LAC,"WR7","5","27","15.1","4.9"
"14",3,"Brandon Marshall",FA,"WR8","6","39","16.5","5.7"
"15",3,"Mike Evans",TB,"WR9","6","34","17.3","5.0"
"16",3,"Dez Bryant",FA,"WR10","6","34","17.4","6.4"
"17",3,"Devonta Freeman",BAL,"RB6","3","74","17.7","9.7"
"18",4,"Alshon Jeffery",FA,"WR11","9","39","20.5","6.6"
"19",4,"Jordy Nelson",FA,"WR12","9","38","21.2","6.1"
"20",4,"Mark Ingram II",NO,"RB7","8","43","21.7","6.7"
"21",4,"Brandin Cooks",HOU,"WR13","8","44","23.0","6.6"
"22",4,"Amari Cooper",CLE,"WR14","10","44","23.4","6.0"
"23",4,"LeSean McCoy",FA,"RB8","11","41","23.5","7.1"
"24",4,"Le'Veon Bell",FA,"RB9","3","73","17.9","9.4"
"25",4,"Eddie Lacy",FA,"RB10","13","49","28.6","8.3"
"26",4,"Jarvis Landry",FA,"WR15","13","59","29.6","8.0"
"27",4,"T.Y. Hilton",IND,"WR16","8","55","29.9","10.4"
"28",5,"Demaryius Thomas",FA,"WR17","14","50","30.2","8.2"
"29",5,"Sammy Watkins",BAL,"WR18","13","69","30.3","11.4"
"30",5,"Doug Martin",FA,"RB11","14","62","31.4","8.9"
"31",5,"Randall Cobb",GB,"WR19","14","51","34.6","9.1"
"32",5,"C.J. Anderson",FA,"RB12","16","86","35.0","11.7"
"33",5,"Jordan Reed",FA,"TE2","24","66","37.9","7.0"
"34",5,"Julian Edelman",FA,"WR20","19","69","38.3","11.7"
"35",5,"Jeremy Maclin",FA,"WR21","24","64","38.4","9.0"
"36",5,"Golden Tate",FA,"WR22","22","70","40.3","10.4"
"37",5,"Jamaal Charles",FA,"RB13","8","142","36.4","19.8"
"38",5,"Latavius Murray",BAL,"RB14","16","92","42.1","13.0"
"39",5,"Matt Forte",FA,"RB15","23","91","43.5","12.1"
"40",6,"Eric Decker",FA,"WR23","24","69","44.9","8.6"
"41",6,"Donte Moncrief",FA,"WR24","20","83","45.8","13.1"
"42",6,"Carlos Hyde",FA,"RB16","22","96","47.2","14.2"
"43",6,"Cam Newton",FA,"QB1","23","199","42.9","25.7"
"44",6,"Greg Olsen",FA,"TE3","32","65","48.3","7.4"
"45",6,"Aaron Rodgers",GB,"QB2","28","198","40.9","20.0"
"46",6,"Doug Baldwin",FA,"WR25","29","75","50.9","9.7"
"47",6,"DeMarco Murray",FA,"RB17","27","104","51.4","17.4"
"48",6,"Danny Woodhead",FA,"RB18","17","86","52.7","15.4"
"49",6,"Larry Fitzgerald",FA,"WR26","30","84","55.2","11.7"
"50",6,"Giovani Bernard",TB,"RB19","31","82","55.5","11.6"
"51",6,"Michael Floyd",FA,"WR27","25","102","56.5","14.8"
"52",6,"Travis Kelce",KC,"TE4","36","89","56.8","12.8"
"53",6,"Jordan Matthews",SF,"WR28","27","89","58.2","12.5"
"54",6,"Russell Wilson",DEN,"QB3","31","201","51.7","19.1"
"55",6,"Thomas Rawls",FA,"RB20","30","117","59.6","19.6"
"56",6,"Delanie Walker",FA,"TE5","31","94","59.9","12.6"
"57",7,"Duke Johnson Jr.",BUF,"RB21","35","96","60.3","14.9"
"58",7,"Jeremy Hill",FA,"RB22","38","111","60.6","17.6"
"59",7,"Jeremy Langford",FA,"RB23","26","97","60.9","14.7"
"60",7,"Ryan Mathews",FA,"RB24","32","128","61.9","18.0"
"61",7,"Marvin Jones Jr.",JAC,"WR29","25","116","62.2","17.8"
"62",7,"Andrew Luck",FA,"QB4","30","200","56.4","19.6"
"63",7,"Kelvin Benjamin",FA,"WR30","24","115","64.3","17.4"
"64",7,"Emmanuel Sanders",BUF,"WR31","44","100","65.9","12.1"
"65",7,"Drew Brees",FA,"QB5","38","204","61.2","19.4"
"66",7,"Melvin Gordon III",FA,"RB25","25","105","69.4","17.4"
"67",7,"Jonathan Stewart",FA,"RB26","38","105","71.0","16.4"
"68",7,"Michael Crabtree",FA,"WR32","43","113","71.2","12.7"
"69",7,"Coby Fleener",FA,"TE6","39","144","71.4","18.1"
"70",7,"John Brown",FA,"WR33","47","112","72.0","12.9"
"71",7,"Arian Foster",FA,"RB27","32","121","73.4","19.8"
"72",7,"Frank Gore",FA,"RB28","36","122","73.7","18.8"
"73",7,"Tyler Lockett",SEA,"WR34","44","126","75.8","15.8"
"74",7,"Allen Hurns",FA,"WR35","46","138","76.7","15.6"
"75",8,"DeSean Jackson",LV,"WR36","48","120","80.8","16.0"
"76",8,"Ben Roethlisberger",FA,"QB6","49","212","76.2","22.3"
"77",8,"Rashad Jennings",FA,"RB29","49","133","83.1","17.6"
"78",8,"Gary Barnidge",FA,"TE7","46","122","83.8","13.2"
"79",8,"Carson Palmer",FA,"QB7","56","205","77.8","19.5"
"80",8,"Matt Jones",FA,"RB30","51","145","85.7","19.0"
"81",8,"Charles Sims",FA,"RB31","57","160","86.4","17.9"
"82",8,"Ameer Abdullah",CAR,"RB32","47","136","86.7","18.0"
"83",8,"Willie Snead IV",FA,"WR37","51","136","89.5","16.3"
"84",8,"Zach Ertz",ARI,"TE8","50","137","89.9","16.7"
"85",8,"Eli Manning",FA,"QB8","57","208","85.7","21.4"
"86",8,"Sterling Shepard",NYG,"WR38","56","172","92.3","19.5"
"87",8,"T.J. Yeldon",FA,"RB33","47","164","92.7","17.6"
"88",8,"Julius Thomas",FA,"TE9","65","139","94.3","15.9"
"89",8,"Antonio Gates",FA,"TE10","49","139","94.4","17.6"
"90",8,"Stefon Diggs",BUF,"WR39","57","142","95.4","19.6"
"91",8,"Theo Riddick",FA,"RB34","50","169","86.7","21.3"
"92",8,"Chris Ivory",FA,"RB35","53","130","97.3","17.3"
"93",8,"Josh Gordon",KC,"WR40","37","175","87.6","24.6"
"94",8,"Kevin White",NO,"WR41","61","169","99.3","21.9"
"95",8,"Blake Bortles",FA,"QB9","48","218","92.4","23.8"
"96",8,"Corey Coleman",KC,"WR42","64","165","98.6","21.8"
"97",8,"Philip Rivers",FA,"QB10","56","211","97.3","24.0"
"98",9,"DeAngelo Williams",FA,"RB36","24","172","107.1","25.5"
"99",9,"Vincent Jackson",FA,"WR43","70","148","107.7","19.3"
"100",9,"Bilal Powell",FA,"RB37","77","164","105.2","13.8"
"101",9,"Tavon Austin",JAC,"WR44","67","211","111.6","23.3"
"102",9,"Travis Benjamin",SF,"WR45","69","192","111.6","21.7"
"103",9,"Dwayne Allen",FA,"TE11","65","176","113.6","22.3"
"104",9,"Derrick Henry",TEN,"RB38","63","200","111.9","25.9"
"105",9,"DeVante Parker",NE,"WR46","52","168","105.2","25.5"
"106",9,"Tom Brady",TB,"QB11","62","206","105.5","30.7"
"107",9,"Isaiah Crowell",FA,"RB39","74","173","114.2","20.8"
"108",9,"Martellus Bennett",FA,"TE12","82","180","116.9","21.6"
"109",9,"Tyler Eifert",FA,"TE13","63","159","112.2","22.2"
"110",9,"Jason Witten",FA,"TE14","82","178","121.8","21.3"
"111",9,"Tyrod Taylor",NYG,"QB12","69","210","116.2","20.6"
"112",9,"Kirk Cousins",MIN,"QB13","72","222","117.1","21.8"
"113",9,"Derek Carr",LV,"QB14","72","209","115.4","19.8"
"114",9,"Torrey Smith",FA,"WR47","74","207","117.4","26.2"
"115",9,"Kamar Aiken",FA,"WR48","71","204","116.8","30.2"
"116",9,"Matthew Stafford",LAR,"QB15","81","213","120.5","20.2"
"117",9,"Markus Wheaton",FA,"WR49","58","188","121.7","25.4"
"118",9,"Mohamed Sanu Sr.",SF,"WR50","50","211","127.2","27.4"
"119",9,"LeGarrette Blount",FA,"RB40","80","198","125.2","26.7"
"120",9,"Jameis Winston",NO,"QB16","70","206","123.5","22.5"
"121",9,"Eric Ebron",FA,"TE15","87","179","125.3","21.4"
"122",9,"Darren Sproles",FA,"RB41","75","198","125.7","27.8"
"123",9,"James White",NE,"RB42","42","234","115.2","36.9"
"124",9,"Spencer Ware",FA,"RB43","25","233","122.0","45.0"
"125",9,"Devin Funchess",FA,"WR51","80","184","125.7","24.3"
"126",9,"Jay Ajayi",FA,"RB44","56","196","125.5","27.1"
"127",10,"Andy Dalton",NO,"QB17","75","214","128.6","22.5"
"128",10,"Rishard Matthews",FA,"WR52","65","180","129.1","23.8"
"129",10,"Tevin Coleman",NYJ,"RB45","75","200","127.9","22.7"
"130",10,"Michael Thomas",NO,"WR53","83","205","130.0","22.9"
"131",10,"Zach Miller",FA,"TE16","91","180","135.8","16.4"
"132",10,"Steve Smith",FA,"WR54","84","206","129.8","27.0"
"133",10,"Phillip Dorsett II",HOU,"WR55","84","202","138.0","22.6"
"134",10,"Christine Michael",FA,"RB46","54","225","134.4","36.9"
"135",10,"Marcus Mariota",ATL,"QB18","84","208","138.2","24.3"
"136",10,"Jimmy Graham",CHI,"TE17","84","212","140.4","25.9"
"137",10,"Tajae Sharpe",ATL,"WR56","66","233","131.9","36.7"
"138",10,"Matt Ryan",IND,"QB19","94","216","142.8","22.6"
"139",10,"Charles Clay",FA,"TE18","98","227","148.5","24.7"
"140",10,"Justin Forsett",FA,"RB47","68","214","124.3","32.7"
"141",10,"DeAndre Washington",FA,"RB48","92","206","140.2","26.6"
"142",10,"Shane Vereen",FA,"RB49","93","212","132.7","27.7"
"143",10,"Seattle Seahawks",SEA,"DST1","112","215","139.9","14.4"
"144",10,"Denver Broncos",DEN,"DST2","121","217","143.0","13.8"
"145",10,"Tyler Boyd",CIN,"WR57","82","201","146.1","26.3"
"146",10,"Mike Wallace",FA,"WR58","78","224","146.9","28.7"
"147",10,"Jerick McKinnon",KC,"RB50","100","221","147.6","28.6"
"148",10,"Pierre Garcon",FA,"WR59","92","213","149.6","23.7"
"149",10,"Ryan Fitzpatrick",WAS,"QB20","107","219","149.6","26.0"
"150",10,"Jared Cook",LAC,"TE19","83","194","146.9","25.4"
"151",10,"Chris Hogan",FA,"WR60","67","207","145.4","27.9"
"152",10,"Ryan Tannehill",TEN,"QB21","107","210","151.6","24.3"
"153",10,"Chris Thompson",FA,"RB51","75","205","142.6","27.7"
"154",10,"Clive Walford",FA,"TE20","90","194","156.4","21.6"
"155",10,"Arizona Cardinals",ARI,"DST3","120","220","151.1","15.2"
"156",10,"Javorius Allen",FA,"RB52","89","230","144.1","29.4"
"157",10,"Vance McDonald",FA,"TE21","71","236","151.7","31.3"
"158",10,"William Fuller V",FA,"WR61","61","240","153.6","36.0"
"159",10,"Terrance West",FA,"RB53","45","226","148.2","33.7"
"160",11,"Carolina Panthers",CAR,"DST4","126","223","158.0","14.5"
"161",11,"James Starks",FA,"RB54","99","226","155.8","27.1"
"162",11,"Laquon Treadwell",JAC,"WR62","78","226","151.7","32.4"
"163",11,"Devontae Booker",FA,"RB55","99","207","155.4","23.1"
"164",11,"Kenneth Dixon",FA,"RB56","96","225","154.0","28.0"
"165",11,"Anquan Boldin",FA,"WR63","77","232","157.2","32.7"
"166",11,"Houston Texans",HOU,"DST5","136","222","164.6","17.5"
"167",11,"Dion Lewis",FA,"RB57","32","242","154.3","46.4"
"168",11,"C.J. Prosise",FA,"RB58","96","193","154.3","25.9"
"169",11,"Kyle Rudolph",FA,"TE22","119","219","169.8","23.0"
"170",11,"Sammie Coates",FA,"WR64","103","230","162.7","28.3"
"171",11,"Terrance Williams",FA,"WR65","92","225","166.9","26.3"
"172",11,"Dorial Green-Beckham",FA,"WR66","106","248","162.5","33.8"
"173",11,"Joe Flacco",NYJ,"QB22","111","227","167.7","26.9"
"174",11,"Jordan Cameron",FA,"TE23","126","238","169.4","19.2"
"175",11,"Jay Cutler",FA,"QB23","133","227","175.4","21.3"
"176",11,"Los Angeles Rams",LAR,"DST6","139","235","175.1","20.0"
"177",11,"Josh Doctson",FA,"WR67","111","239","170.9","26.1"
"178",11,"Shaun Draughn",FA,"RB59","97","246","165.0","36.8"
"179",11,"Virgil Green",FA,"TE24","118","209","162.9","22.1"
"180",11,"Austin Seferian-Jenkins",FA,"TE25","132","235","172.6","23.9"
"181",11,"Kendall Wright",FA,"WR68","112","244","164.2","27.6"
"182",11,"New England Patriots",NE,"DST7","141","229","182.2","17.8"
"183",11,"Chris Johnson",FA,"RB60","118","244","175.6","24.9"
"184",11,"Kansas City Chiefs",KC,"DST8","135","239","180.4","19.6"
"185",11,"Kenny Stills",NO,"WR69","95","247","161.7","35.2"
"186",11,"Alex Smith",FA,"QB24","128","233","181.1","23.4"
"187",11,"Ted Ginn Jr.",FA,"WR70","130","222","178.2","23.8"
"188",11,"Will Tye",FA,"TE26","118","229","175.3","23.6"
"189",11,"Jordan Howard",PHI,"RB61","133","236","174.7","24.6"
"190",11,"Robert Griffin III",FA,"QB25","110","234","175.6","30.3"
"191",11,"Nelson Agholor",NE,"WR71","131","243","181.5","28.0"
"192",11,"Breshad Perriman",TB,"WR72","109","218","179.0","25.4"
"193",11,"C.J. Spiller",FA,"RB62","110","246","176.2","32.6"
"194",11,"Alfred Morris",FA,"RB63","138","242","183.2","25.6"
"195",11,"Jamison Crowder",BUF,"WR73","79","244","177.8","31.6"
"196",12,"Brock Osweiler",FA,"QB26","127","243","184.8","27.9"
"197",12,"Robert Woods",TEN,"WR74","100","232","175.3","28.8"
"198",12,"Jesse James",CHI,"TE27","108","220","170.8","27.4"
"199",12,"Brandon LaFell",FA,"WR75","131","249","184.3","25.4"
"200",12,"Minnesota Vikings",MIN,"DST9","135","240","192.4","28.0"
"201",12,"Tim Hightower",FA,"RB64","133","243","187.9","24.7"
"202",12,"Cincinnati Bengals",CIN,"DST10","138","240","191.7","20.9"
"203",12,"New York Jets",NYJ,"DST11","142","232","189.4","20.4"
"204",12,"Davante Adams",LV,"WR76","130","244","190.4","29.0"
"205",12,"Eli Rogers",FA,"WR77","93","236","173.4","34.6"
"206",12,"Jermaine Kearse",FA,"WR78","118","241","187.3","29.7"
"207",12,"Darren McFadden",FA,"RB65","138","232","180.6","24.6"
"208",12,"Ladarius Green",FA,"TE28","108","242","176.0","33.5"
"209",12,"Paul Perkins",FA,"RB66","125","241","189.7","26.5"
"210",12,"Charcandrick West",FA,"RB67","123","244","191.4","26.0"
"211",12,"Terrelle Pryor Sr.",FA,"WR79","115","243","179.1","31.3"
"212",12,"Dak Prescott",DAL,"QB27","116","234","177.8","32.9"
"213",12,"Buffalo Bills",BUF,"DST12","147","246","198.3","27.6"
"214",12,"Kenny Britt",FA,"WR80","129","239","195.5","27.0"
"215",12,"Stephen Gostkowski",FA,"K1","145","249","209.1","27.4"
"216",12,"Wendell Smallwood",FA,"RB68","113","246","190.7","29.7"
"217",12,"Cameron Brate",TB,"TE29","140","236","194.7","31.0"
"218",12,"Tony Romo",FA,"QB28","102","252","162.6","51.6"
"219",12,"Andre Ellington",FA,"RB69","158","250","201.8","24.4"
"220",12,"Benny Cunningham Jr.",FA,"RB70","138","246","184.9","27.7"
"221",12,"Jaelen Strong",FA,"WR81","118","246","199.9","28.6"
"222",12,"Danny Amendola",HOU,"WR82","164","230","196.4","18.1"
"223",12,"Victor Cruz",FA,"WR83","123","242","203.6","30.5"
"224",12,"Robert Kelley",FA,"RB71","145","247","185.2","28.1"
"225",12,"Richard Rodgers",PHI,"TE30","131","242","199.4","30.6"
"226",12,"Chris Conley",HOU,"WR84","156","249","190.6","25.5"
"227",12,"Cameron Artis-Payne",FA,"RB72","156","246","208.4","26.9"
"228",12,"Josh Ferguson",FA,"RB73","135","243","200.3","32.4"
"229",13,"Reggie Bush",FA,"RB74","148","243","183.1","25.0"
"230",13,"Green Bay Packers",GB,"DST13","144","242","210.3","28.2"
"231",13,"Seth Roberts",FA,"WR85","133","249","205.8","27.0"
"232",13,"Jacob Tamme",FA,"TE31","159","237","203.8","20.8"
"233",13,"Charles Johnson",FA,"WR86","148","244","193.6","24.0"
"234",13,"Tyler Ervin",FA,"RB75","165","243","200.5","24.0"
"235",13,"Crockett Gillmore",FA,"TE32","135","236","198.1","21.9"
"236",13,"Tyler Higbee",LAR,"TE33","140","239","193.9","24.8"
"237",13,"Eddie Royal",FA,"WR87","157","247","212.5","22.7"
"238",13,"Braxton Miller",FA,"WR88","134","241","194.8","32.1"
"239",13,"Mike Gillislee",FA,"RB76","135","247","201.2","32.6"
"240",13,"Kenyan Drake",LV,"RB77","178","247","208.0","22.2"
"241",13,"Maxx Williams",ARI,"TE34","173","242","206.0","21.4"
"242",13,"Austin Hooper",TEN,"TE35","167","230","204.3","17.7"
"243",13,"Sam Bradford",FA,"QB29","173","239","211.5","20.7"
"244",13,"Ka'Deem Carey",FA,"RB78","145","245","215.0","25.8"
"245",13,"Karlos Williams",FA,"RB79","106","245","197.4","34.0"
"246",13,"Robert Turbin",FA,"RB80","165","214","187.9","16.6"
"247",13,"Quinton Patton",FA,"WR89","145","237","188.0","21.0"
"248",13,"Lance Dunbar",FA,"RB81","174","244","210.4","20.7"
"249",13,"Cole Beasley",FA,"WR90","150","248","203.4","29.8"
"250",13,"Justin Hardy",FA,"WR91","167","245","209.3","18.1"
"251",13,"Malcolm Mitchell",FA,"WR92","158","247","206.2","25.4"
"252",13,"Larry Donnell",FA,"TE36","159","242","206.6","24.0"
"253",13,"Kenjon Barner",TB,"RB82","147","247","200.6","26.3"
"254",13,"Zach Zenner",FA,"RB83","172","243","215.8","19.1"
"255",13,"Las Vegas Raiders",LV,"DST14","158","247","207.7","28.3"
"256",13,"Lance Kendricks",FA,"TE37","186","237","216.6","15.2"
"257",13,"Ronnie Hillman",FA,"RB84","144","232","201.2","23.1"
"258",13,"Pittsburgh Steelers",PIT,"DST15","151","241","209.8","30.5"
"259",13,"Jeff Janis",FA,"WR93","176","250","219.6","21.7"
"260",13,"Darrius Heyward-Bey",FA,"WR94","185","245","216.2","17.7"
"261",13,"Tyrell Williams",FA,"WR95","149","233","200.4","21.0"
"262",13,"Mike Thomas",CIN,"WR96","115","238","180.4","42.5"
"263",13,"Pharoh Cooper",FA,"WR97","177","254","222.4","21.4"
"264",13,"Keith Marshall",FA,"RB85","170","242","207.8","22.9"
"265",13,"Stephen Hauschka",FA,"K2","182","253","212.4","23.1"
"266",13,"Jacksonville Jaguars",JAC,"DST16","166","232","216.1","18.7"
"267",13,"Alfred Blue",FA,"RB86","178","245","207.9","26.0"
"268",13,"Bruce Ellington",FA,"WR98","142","248","170.6","39.1"
"269",13,"Philadelphia Eagles",PHI,"DST17","172","225","194.7","17.8"
"270",14,"Miami Dolphins",MIA,"DST18","170","240","213.9","24.0"
"271",14,"Andre Johnson",FA,"WR99","172","249","219.2","24.8"
"272",14,"Hunter Henry",NE,"TE38","192","237","211.6","13.5"
"273",14,"Andrew Hawkins",FA,"WR100","142","205","179.8","21.4"
"274",14,"Rueben Randle",FA,"WR101","184","249","209.5","19.1"
"275",14,"Marqise Lee",FA,"WR102","150","238","182.6","31.9"
"276",14,"Brandon Coleman",FA,"WR103","162","251","227.8","23.5"
"277",14,"DeAndre Smelter",FA,"WR104","177","248","207.4","22.6"
"278",14,"Benjamin Watson",FA,"TE39","122","220","177.5","35.3"
"279",14,"Jace Amaro",FA,"TE40","178","241","216.3","21.4"
"280",14,"Jonathan Williams",WAS,"RB87","173","247","206.8","23.3"
"281",14,"New York Giants",NYG,"DST19","153","241","197.6","31.4"
"282",14,"J.J. Nelson",IND,"WR105","215","251","231.3","11.1"
"283",14,"Brian Quick",FA,"WR106","200","244","228.6","13.4"
"284",14,"Carson Wentz",WAS,"QB30","143","234","195.8","33.7"
"285",14,"Jeremy Kerley",FA,"WR107","174","219","198.3","16.8"
"286",14,"Dennis Pitta",FA,"TE41","184","212","198.3","10.4"
"287",14,"Blaine Gabbert",TB,"QB31","194","221","210.0","9.1"
"288",14,"Quincy Enunwa",FA,"WR108","181","246","211.4","27.3"
"289",14,"Justin Tucker",BAL,"K3","193","250","218.7","21.0"
"290",14,"Mason Crosby",GB,"K4","162","255","204.0","33.3"
"291",14,"Ty Montgomery",NE,"RB88","171","245","221.0","27.9"
"292",14,"Teddy Bridgewater",MIA,"QB32","159","235","189.3","32.9"
"293",14,"Chandler Catanzaro",FA,"K5","163","256","206.0","33.3"
"294",14,"Khiry Robinson",FA,"RB89","165","242","215.8","26.8"
"295",14,"Tyler Gaffney",FA,"RB90","146","169","157.5","11.5"
"296",14,"Albert Wilson",MIA,"WR109","181","240","216.8","25.4"
"297",14,"Garrett Celek",FA,"TE42","134","229","192.3","41.7"
"298",14,"Dan Bailey",FA,"K6","179","251","208.8","26.9"
"299",14,"Brandon McManus",DEN,"K7","164","222","194.0","23.7"
"300",14,"Ryan Griffin",CHI,"TE43","193","243","219.2","18.4"
"301",14,"Dexter McCluster",FA,"RB91","169","212","195.7","19.0"
"302",14,"Vernon Davis",FA,"TE44","182","237","219.4","19.5"
"303",14,"Adam Vinatieri",FA,"K8","182","254","211.0","26.7"
"304",14,"Jared Abbrederis",FA,"WR110","181","249","219.8","27.7"
"305",14,"Blair Walsh",FA,"K9","184","257","213.0","27.3"
"306",14,"Washington Commanders",WAS,"DST20","155","189","172.0","17.0"
"307",14,"Cairo Santos",CHI,"K10","186","259","217.8","27.8"
"308",14,"Josh Huff",FA,"WR111","133","231","182.0","49.0"
"309",14,"Case Keenum",BUF,"QB33","137","227","182.0","45.0"
"310",14,"D.J. Foster",FA,"RB92","172","193","182.5","10.5"
"311",14,"Baltimore Ravens",BAL,"DST21","157","211","184.0","27.0"
"312",14,"Leonte Carroo",FA,"WR112","192","247","227.4","20.8"
"313",14,"Damien Williams",ATL,"RB93","192","244","210.3","23.8"
"314",14,"Jarius Wright",FA,"WR113","171","208","189.5","18.5"
"315",14,"Graham Gano",NYG,"K11","173","252","211.3","32.3"
"316",14,"Nate Washington",FA,"WR114","199","248","236.3","15.9"
"317",14,"Trevor Siemian",CHI,"QB34","210","253","233.5","14.3"
"318",14,"Steve Johnson",FA,"WR115","161","222","191.5","30.5"
"319",14,"Josh Hill",FA,"TE45","169","214","191.5","22.5"
"320",14,"Adam Humphries",WAS,"WR116","175","237","212.7","27.0"
"321",14,"Devin Smith",FA,"WR117","191","238","212.7","19.4"
"322",14,"Rashard Higgins",CAR,"WR118","181","244","213.0","25.7"
"323",14,"Andre Williams",FA,"RB94","167","245","224.0","32.9"
"324",14,"Jeff Heuerman",FA,"TE46","193","241","225.5","19.0"
"325",14,"Darren Fells",FA,"TE47","162","232","197.0","35.0"
"326",14,"Dontrelle Inman",FA,"WR119","160","235","197.5","37.5"
"327",14,"Dan Carpenter",FA,"K12","165","230","197.5","32.5"
"328",14,"TJ Jones",FA,"WR120","157","249","217.3","42.7"
"329",14,"Luke Willson",FA,"TE48","181","237","217.3","25.7"
"330",14,"Jared Goff",DET,"QB35","207","224","217.7","7.6"
"331",14,"Chris Boswell",PIT,"K13","185","258","218.7","30.1"
"332",15,"Jermaine Gresham",FA,"TE49","194","235","220.7","18.9"
"333",15,"Sebastian Janikowski",FA,"K14","174","235","204.5","30.5"
"334",15,"Jimmy Garoppolo",SF,"QB36","192","222","207.0","15.0"
"335",15,"Connor Barth",FA,"K15","170","247","208.5","38.5"
"336",15,"Matt Prater",ARI,"K16","188","260","225.7","29.5"
"337",15,"David Cobb",FA,"RB95","195","248","232.3","21.7"
"338",15,"Brent Celek",FA,"TE50","189","231","210.0","21.0"
"339",15,"Mychal Rivera",FA,"TE51","174","248","211.0","37.0"
"340",15,"Orleans Darkwa",FA,"RB96","196","226","211.0","15.0"
"341",15,"Mike Nugent",FA,"K17","178","248","213.0","35.0"
"342",15,"Mike Tolbert",FA,"RB97","202","225","213.5","11.5"
"343",15,"Josh Brown",FA,"K18","183","245","214.0","31.0"
"344",15,"Colin Kaepernick",FA,"QB37","180","249","214.5","34.5"
"345",15,"Alex Collins",SEA,"RB98","201","245","229.0","19.9"
"346",15,"Tre Mason",FA,"RB99","200","241","220.5","20.5"
"347",15,"Josh McCown",FA,"QB38","228","229","228.5","0.5"
"348",15,"Rod Streater",FA,"WR121","228","252","238.7","10.0"
"349",15,"Corey Brown",FA,"WR122","232","240","236.0","4.0"
"350",15,"Cecil Shorts",FA,"WR123","239","246","243.3","3.1"
"351",15,"Paxton Lynch",FA,"QB39","226","250","238.0","12.0"
"352",15,"Cordarrelle Patterson",ATL,"RB100","238","243","240.5","2.5"